,Voltage,tx_1
335,3.36,-829.64664107
336,3.37,-829.412830032
337,3.38,-828.828056549
338,3.39,-828.424802176
339,3.4,-828.204760799
340,3.41,-827.817079257
341,3.42,-827.077834214
342,3.43,-827.059693232
343,3.44,-826.314328339
344,3.45,-825.784797427
345,3.46,-825.687699457
346,3.47,-825.306574896
347,3.48,-824.654756276
348,3.49,-824.389471725
349,3.5,-823.89086791
350,3.51,-823.445703496
351,3.52,-823.30871722
352,3.53,-822.824046991
353,3.54,-822.379811482
354,3.55,-821.909238764
355,3.56,-821.690290217
356,3.57,-821.385609135
357,3.58,-820.709037909
358,3.59,-820.441403773
359,3.6,-819.910452182
360,3.61,-819.830784854
361,3.62,-818.986682746
362,3.63,-818.769373445
363,3.64,-818.206565851
364,3.65,-818.049744705
365,3.66,-817.804021817
366,3.67,-816.844571473
367,3.68,-816.873203626
368,3.69,-816.619175227
369,3.7,-816.073415786
370,3.71,-815.519077626
371,3.72,-815.291987494
372,3.73,-814.706011898
373,3.74,-814.445754367
374,3.75,-813.961084137
375,3.76,-813.803279445
376,3.77,-813.07621946
377,3.78,-812.675423955
378,3.79,-812.461666352
379,3.8,-812.139499985
380,3.81,-811.566474428
381,3.82,-811.40703049
382,3.83,-810.794717684
383,3.84,-810.544186343
384,3.85,-810.089077173
385,3.86,-809.578616149
386,3.87,-809.104382449
387,3.88,-809.025425461
388,3.89,-808.601735162
389,3.9,-808.069198966
390,3.91,-807.759764072
391,3.92,-807.369514379
392,3.93,-806.883969886
393,3.94,-806.481972267
394,3.95,-806.147347636
395,3.96,-805.52131981
396,3.97,-805.233195107
397,3.98,-804.829995375
398,3.99,-804.610937545
399,4.0,-804.040807988
400,4.01,-803.62908418
401,4.02,-803.466962808
402,4.03,-803.061795982
403,4.04,-802.499152312
404,4.05,-802.338506261
405,4.06,-801.957873474
406,4.07,-801.495114492
407,4.08,-800.956294523
408,4.09,-800.576317435
409,4.1,-800.201367366
410,4.11,-799.967829535
411,4.12,-799.319070839
412,4.13,-799.317704801
413,4.14,-798.464914692
414,4.15,-798.195040255
415,4.16,-797.982047633
416,4.17,-797.445795815
417,4.18,-797.394104942
418,4.19,-796.619342915
419,4.2,-796.283789378
420,4.21,-795.8882941
421,4.22,-795.754640956
422,4.23,-795.248715178
423,4.24,-794.644161467
424,4.25,-794.272052757
425,4.26,-793.981195978
426,4.27,-793.463085142
427,4.28,-793.255720597
428,4.29,-792.943007212
429,4.3,-792.481286419
430,4.31,-792.077758838
431,4.32,-791.692153674
432,4.33,-791.461183994
433,4.34,-790.958973839
434,4.35,-790.548943918
435,4.36,-790.278523065
436,4.37,-789.725113811
437,4.38,-789.278528717
438,4.39,-788.925544537
439,4.4,-788.606055605
440,4.41,-788.520650918
441,4.42,-788.212090289
442,4.43,-787.986420836
443,4.44,-787.502734154
444,4.45,-787.023036303
445,4.46,-786.656227819
446,4.47,-786.364988549
447,4.48,-785.969056139
448,4.49,-785.406467111
449,4.5,-785.096868293
450,4.51,-784.559851493
451,4.52,-784.397566196
452,4.53,-784.048461564
453,4.54,-783.53330137
454,4.55,-783.211135003
455,4.56,-783.023987818
456,4.57,-782.3145224
457,4.58,-782.038145622
458,4.59,-781.786357526
459,4.6,-781.149237472
460,4.61,-780.774123479
461,4.62,-780.34720933
462,4.63,-780.119408858
463,4.64,-779.804619096
464,4.65,-779.391092118
465,4.66,-778.991389443
466,4.67,-778.53365748
467,4.68,-778.138763259
468,4.69,-777.943802337
469,4.7,-777.647098916
470,4.71,-777.239200014
471,4.72,-776.73955801
472,4.73,-776.201885512
473,4.74,-776.173362642
474,4.75,-775.901958242
475,4.76,-775.593179046
476,4.77,-774.934584878
477,4.78,-774.343964753
478,4.79,-774.138567302
479,4.8,-773.584720916
480,4.81,-773.353368746
481,4.82,-773.030765247
482,4.83,-772.615435099
483,4.84,-772.294197638
484,4.85,-771.691829588
485,4.86,-771.568776898
486,4.87,-771.159949091
487,4.88,-771.005477531
488,4.89,-770.549931228
489,4.9,-769.924832308
490,4.91,-769.726975386
491,4.92,-769.38967332
492,4.93,-769.078162049
493,4.94,-768.425195957
494,4.95,-768.108985515
495,4.96,-767.894189724
496,4.97,-767.255430425
497,4.98,-766.969600665
498,4.99,-766.5724115
499,5.0,-1020.58206804
