,Voltage,rx_3
190,1.91,-897.7995808
191,1.92,-897.510581833
192,1.93,-897.006732432
193,1.94,-896.405839703
194,1.95,-895.911224718
195,1.96,-895.662059414
196,1.97,-894.970188564
197,1.98,-894.647311858
198,1.99,-894.076690527
199,2.0,-893.63250966
200,2.01,-893.28783099
201,2.02,-892.806002119
202,2.03,-892.038398131
203,2.04,-891.764152372
204,2.05,-891.439417854
205,2.06,-891.07654356
206,2.07,-890.376640407
207,2.08,-890.047206719
208,2.09,-889.674606235
209,2.1,-888.848262619
210,2.11,-888.689419738
211,2.12,-888.175516299
212,2.13,-887.68040954
213,2.14,-887.415343556
214,2.15,-886.827236941
215,2.16,-886.550423031
216,2.17,-885.696758658
217,2.18,-885.386394858
218,2.19,-885.031989998
219,2.2,-884.719659104
220,2.21,-884.020302367
221,2.22,-883.52923908
222,2.23,-883.243846453
223,2.24,-882.605196437
224,2.25,-882.175659495
225,2.26,-881.703174324
226,2.27,-881.244404172
227,2.28,-880.826943005
228,2.29,-880.307793981
229,2.3,-879.776951672
230,2.31,-879.360255487
231,2.32,-878.927385413
232,2.33,-878.542709154
233,2.34,-878.1148661
234,2.35,-877.661778666
235,2.36,-877.077879447
236,2.37,-876.905867961
237,2.38,-876.185201033
238,2.39,-875.960077995
239,2.4,-875.420055912
240,2.41,-874.833971033
241,2.42,-874.899486208
242,2.43,-874.36072088
243,2.44,-873.6677572
244,2.45,-873.161448931
245,2.46,-872.873706719
246,2.47,-872.537606766
247,2.48,-872.075722048
248,2.49,-871.429258296
249,2.5,-871.034036225
250,2.51,-870.70651499
251,2.52,-870.186491702
252,2.53,-869.608056634
253,2.54,-869.399981749
254,2.55,-868.894165254
255,2.56,-868.729366448
256,2.57,-868.200491234
257,2.58,-867.486326646
258,2.59,-867.078318461
259,2.6,-866.628072386
260,2.61,-866.226785107
261,2.62,-865.951829008
262,2.63,-865.672610872
263,2.64,-865.005656552
264,2.65,-864.534373494
265,2.66,-864.283514303
266,2.67,-863.661748515
267,2.68,-863.309802523
268,2.69,-862.652137261
269,2.7,-862.443406678
270,2.71,-861.948737051
271,2.72,-861.529581997
272,2.73,-861.483792409
273,2.74,-860.739247139
274,2.75,-859.995412209
275,2.76,-859.999674247
276,2.77,-859.732586527
277,2.78,-859.005417258
278,2.79,-858.800894071
279,2.8,-858.354855393
280,2.81,-857.730576095
281,2.82,-857.41638739
282,2.83,-857.089467211
283,2.84,-856.408360739
284,2.85,-856.191324646
285,2.86,-855.475356888
286,2.87,-855.336949933
287,2.88,-854.934187333
288,2.89,-854.555084509
289,2.9,-854.117351341
290,2.91,-853.47924774
291,2.92,-853.319803802
292,2.93,-852.876661124
293,2.94,-852.232601598
294,2.95,-852.042558413
295,2.96,-851.65558721
296,2.97,-850.979835607
297,2.98,-850.581608253
298,2.99,-850.274413661
299,3.0,-849.63232123
300,3.01,-849.472112311
301,3.02,-849.043176426
302,3.03,-848.67123164
303,3.04,-848.171917485
304,3.05,-847.915976634
305,3.06,-847.449338104
306,3.07,-846.968984555
307,3.08,-846.641354037
308,3.09,-845.942270507
309,3.1,-845.572729948
310,3.11,-845.130188326
311,3.12,-845.121992099
312,3.13,-844.417499059
313,3.14,-844.304281842
314,3.15,-843.708470773
315,3.16,-843.62175469
316,3.17,-842.998896072
317,3.18,-842.922780443
318,3.19,-842.10485162
319,3.2,-841.802520123
320,3.21,-841.393200542
321,3.22,-841.040817418
322,3.23,-840.588167116
323,3.24,-840.228899162
324,3.25,-839.490746949
325,3.26,-839.339444597
326,3.27,-838.878980558
327,3.28,-838.83248063
328,3.29,-838.078591661
329,3.3,-837.697303177
330,3.31,-837.051112632
331,3.32,-836.885985977
332,3.33,-836.541853722
333,3.34,-836.043140623
334,3.35,-835.5117519
335,3.36,-835.269034295
336,3.37,-834.985827328
337,3.38,-834.664152735
338,3.39,-833.832946024
339,3.4,-833.502364864
340,3.41,-833.261832919
341,3.42,-832.899013266
342,3.43,-832.520839348
343,3.44,-832.034584515
344,3.45,-831.794872193
345,3.46,-831.212011163
346,3.47,-830.835312566
347,3.48,-830.699200554
348,3.49,-830.104045184
349,3.5,-829.863240032
350,3.51,-829.063015059
351,3.52,-828.859092929
352,3.53,-828.510261504
353,3.54,-828.027339803
354,3.55,-827.650914413
355,3.56,-827.216186528
356,3.57,-826.688130936
357,3.58,-826.844842798
358,3.59,-826.098767566
359,3.6,-825.746056593
360,3.61,-825.163905903
361,3.62,-824.937198262
362,3.63,-824.67907175
363,3.64,-824.369582214
364,3.65,-823.760711824
365,3.66,-823.394340473
366,3.67,-823.022942102
367,3.68,-822.481062208
368,3.69,-822.448386582
369,3.7,-821.8484774
370,3.71,-821.418557968
371,3.72,-821.213324441
372,3.73,-820.477248606
373,3.74,-820.559101594
374,3.75,-819.95334577
375,3.76,-819.558560831
376,3.77,-819.359392513
377,3.78,-818.708174949
378,3.79,-818.136679354
379,3.8,-817.845494726
380,3.81,-817.665614862
381,3.82,-817.026035941
382,3.83,-816.986420843
383,3.84,-816.639228663
384,3.85,-816.058826501
385,3.86,-815.650435826
386,3.87,-815.11500363
387,3.88,-814.693498991
388,3.89,-814.552196036
389,3.9,-814.151783021
390,3.91,-813.994852593
391,3.92,-813.613837316
392,3.93,-812.878526462
393,3.94,-812.707225316
394,3.95,-812.494505902
395,3.96,-811.696685156
396,3.97,-811.327691012
397,3.98,-810.842146518
398,3.99,-810.741824699
399,4.0,-810.167815594
400,4.01,-810.00596743
401,4.02,-809.676369817
402,4.03,-809.509767841
403,4.04,-808.828224237
404,4.05,-808.346067518
405,4.06,-807.878991856
406,4.07,-807.71528588
407,4.08,-807.320774149
408,4.09,-806.822935315
409,4.1,-806.648355678
410,4.11,-805.963861432
411,4.12,-805.729995752
412,4.13,-805.483180033
413,4.14,-805.121562493
414,4.15,-804.651645473
415,4.16,-804.217026871
416,4.17,-803.821914083
417,4.18,-803.311780908
418,4.19,-803.099498626
419,4.2,-802.765693617
420,4.21,-802.327577958
421,4.22,-801.937656114
422,4.23,-801.577896386
423,4.24,-801.168959295
424,4.25,-800.775977527
425,4.26,-800.675546424
426,4.27,-800.082576714
427,4.28,-799.887451868
428,4.29,-799.236780719
429,4.3,-799.019307493
430,4.31,-798.969474432
431,4.32,-798.418469405
432,4.33,-797.971884311
433,4.34,-797.614583451
434,4.35,-797.218651041
435,4.36,-796.969048605
436,4.37,-796.383073009
437,4.38,-795.853214248
438,4.39,-795.540828712
439,4.4,-795.194674721
440,4.41,-794.619955277
441,4.42,-794.613616861
442,4.43,-794.076381495
443,4.44,-793.928466917
444,4.45,-793.626190062
445,4.46,-792.868476187
446,4.47,-792.616414883
447,4.48,-792.531720536
448,4.49,-791.939843657
449,4.5,-791.738653602
450,4.51,-791.346655381
451,4.52,-790.810239638
452,4.53,-790.516705425
453,4.54,-790.413870095
454,4.55,-789.841008462
455,4.56,-789.517803907
456,4.57,-789.204762673
457,4.58,-788.673592516
458,4.59,-788.469342537
459,4.6,-787.827140823
460,4.61,-787.504154833
461,4.62,-787.189638279
462,4.63,-786.756167148
463,4.64,-786.628633854
464,4.65,-786.191665667
465,4.66,-785.607711807
466,4.67,-785.569134898
467,4.68,-784.664271426
468,4.69,-784.656949463
469,4.7,-784.525700547
470,4.71,-783.965843594
471,4.72,-783.419756303
472,4.73,-782.991148268
473,4.74,-782.693024167
474,4.75,-782.529154267
475,4.76,-782.166279972
476,4.77,-781.796520847
477,4.78,-781.393375757
478,4.79,-781.077766372
479,4.8,-780.99432878
480,4.81,-780.364202841
481,4.82,-779.887127782
482,4.83,-779.592883229
483,4.84,-779.173509609
484,4.85,-778.663977491
485,4.86,-778.493004194
486,4.87,-778.071991328
487,4.88,-777.816979383
488,4.89,-777.462519881
489,4.9,-777.217671257
490,4.91,-776.718247819
491,4.92,-776.616396037
492,4.93,-775.879336655
493,4.94,-775.684922148
494,4.95,-775.172548671
495,4.96,-775.201508674
496,4.97,-774.69574682
497,4.98,-774.375165057
498,4.99,-773.903007735
499,5.0,-1023.53544187
