,Voltage,tx_2
119,1.2,-934.368687251
120,1.21,-933.792437845
121,1.22,-933.432787399
122,1.23,-932.783646213
123,1.24,-932.192752881
124,1.25,-931.571151017
125,1.26,-930.964302363
126,1.27,-930.474714398
127,1.28,-929.946768089
128,1.29,-929.317297848
129,1.3,-928.691215381
130,1.31,-928.331564936
131,1.32,-927.84558331
132,1.33,-927.297966057
133,1.34,-926.803460355
134,1.35,-926.049407462
135,1.36,-925.562660855
136,1.37,-924.888930988
137,1.38,-924.472453368
138,1.39,-923.75577527
139,1.4,-923.385196522
140,1.41,-922.842824854
141,1.42,-922.174012723
142,1.43,-921.781468087
143,1.44,-921.419304132
144,1.45,-920.60033712
145,1.46,-920.37007778
146,1.47,-919.511441029
147,1.48,-918.966883701
148,1.49,-918.5792568
149,1.5,-918.257636849
150,1.51,-917.458340782
151,1.52,-917.011263915
152,1.53,-916.544734668
153,1.54,-915.913789106
154,1.55,-915.474143484
155,1.56,-915.137934249
156,1.57,-914.550701898
157,1.58,-913.899757541
158,1.59,-913.527430265
159,1.6,-912.848126963
160,1.61,-912.464816742
161,1.62,-911.827478123
162,1.63,-911.21997377
163,1.64,-911.11276712
164,1.65,-910.52701009
165,1.66,-909.846012901
166,1.67,-909.330524858
167,1.68,-908.821812363
168,1.69,-908.537731131
169,1.7,-908.008254861
170,1.71,-907.354687712
171,1.72,-906.829965253
172,1.73,-906.450152089
173,1.74,-905.785711279
174,1.75,-905.442507929
175,1.76,-904.829047652
176,1.77,-904.242744207
177,1.78,-903.70692952
178,1.79,-903.427492818
179,1.8,-903.078169619
180,1.81,-902.332094387
181,1.82,-901.756609961
182,1.83,-901.431492953
183,1.84,-900.911196457
184,1.85,-900.621705715
185,1.86,-899.872351992
186,1.87,-899.368994366
187,1.88,-898.82744232
188,1.89,-898.33047775
189,1.9,-897.909027753
190,1.91,-897.570632857
191,1.92,-897.025693038
192,1.93,-896.668228253
193,1.94,-896.17798459
194,1.95,-895.606598278
195,1.96,-895.282847307
196,1.97,-894.678238955
197,1.98,-894.1551011
198,1.99,-893.63649849
199,2.0,-893.197071435
200,2.01,-892.872391559
201,2.02,-892.316195588
202,2.03,-891.880320231
203,2.04,-891.390459058
204,2.05,-890.811860066
205,2.06,-890.467017471
206,2.07,-889.975680977
207,2.08,-889.344680774
208,2.09,-888.96164376
209,2.1,-888.523528101
210,2.11,-888.045305571
211,2.12,-887.660738595
212,2.13,-887.103941567
213,2.14,-886.489224535
214,2.15,-886.322950408
215,2.16,-885.669383259
216,2.17,-885.236622468
217,2.18,-884.634527625
218,2.19,-884.244605781
219,2.2,-883.820423708
220,2.21,-883.233847056
221,2.22,-883.035935492
222,2.23,-882.58907719
223,2.24,-882.058508089
224,2.25,-881.436250528
225,2.26,-881.211564622
226,2.27,-880.817544665
227,2.28,-880.268178883
228,2.29,-879.855198321
229,2.3,-879.294849594
230,2.31,-878.921374846
231,2.32,-878.456266279
232,2.33,-878.087162852
233,2.34,-877.503099709
234,2.35,-877.001326686
235,2.36,-876.522393816
236,2.37,-876.252191529
237,2.38,-875.983847054
238,2.39,-875.237881105
239,2.4,-874.843533298
240,2.41,-874.331378387
241,2.42,-874.119096106
242,2.43,-873.59956459
243,2.44,-873.117462512
244,2.45,-872.513783066
245,2.46,-872.405975359
246,2.47,-871.771259532
247,2.48,-871.386528632
248,2.49,-871.022397583
249,2.5,-870.421286287
250,2.51,-869.978744665
251,2.52,-869.697286227
252,2.53,-869.039293115
253,2.54,-868.771822904
254,2.55,-868.224697425
255,2.56,-867.816798523
256,2.57,-867.50381193
257,2.58,-867.010016568
258,2.59,-866.555399172
259,2.6,-866.130670684
260,2.61,-865.524641652
261,2.62,-865.372574318
262,2.63,-864.788729741
263,2.64,-864.463831299
264,2.65,-864.110847119
265,2.66,-863.701145047
266,2.67,-863.284612786
267,2.68,-862.843546485
268,2.69,-862.275274739
269,2.7,-861.822843003
270,2.71,-861.576409775
271,2.72,-861.079827696
272,2.73,-860.686682002
273,2.74,-860.198897207
274,2.75,-859.704719354
275,2.76,-859.18846633
276,2.77,-858.896024947
277,2.78,-858.417638492
278,2.79,-857.95487951
279,2.8,-857.636100917
280,2.81,-857.359833423
281,2.82,-856.67544846
282,2.83,-856.391695078
283,2.84,-855.87205428
284,2.85,-855.598518861
285,2.86,-855.066419797
286,2.87,-854.735510788
287,2.88,-854.407279214
288,2.89,-853.79502105
289,2.9,-853.382586902
290,2.91,-852.890157578
291,2.92,-852.704431072
292,2.93,-852.407235877
293,2.94,-851.822079904
294,2.95,-851.604114904
295,2.96,-850.953279831
296,2.97,-850.590350895
297,2.98,-850.300149814
298,2.99,-849.768542525
299,3.0,-849.416760457
300,3.01,-848.92782819
301,3.02,-848.314149346
302,3.03,-848.048755513
303,3.04,-847.623644534
304,3.05,-847.070508488
305,3.06,-846.66097034
306,3.07,-846.412624659
307,3.08,-846.132040485
308,3.09,-845.838834121
309,3.1,-845.083906963
310,3.11,-844.940199782
311,3.12,-844.333678976
312,3.13,-843.896820072
313,3.14,-843.573834083
314,3.15,-843.211451562
315,3.16,-842.885952063
316,3.17,-842.357404698
317,3.18,-841.816726917
318,3.19,-841.568763726
319,3.2,-841.262224833
320,3.21,-840.504019185
321,3.22,-840.488009221
322,3.23,-839.731934592
323,3.24,-839.479326873
324,3.25,-838.991596719
325,3.26,-838.646480916
326,3.27,-838.411358482
327,3.28,-837.977177011
328,3.29,-837.419833569
329,3.3,-837.303829634
330,3.31,-836.776320458
331,3.32,-836.579119234
332,3.33,-836.031447339
333,3.34,-835.646935005
334,3.35,-835.173630211
335,3.36,-834.93140438
336,3.37,-834.224780321
337,3.38,-833.839284439
338,3.39,-833.663666613
339,3.4,-833.014962559
340,3.41,-832.717548798
341,3.42,-832.320578199
342,3.43,-831.972074623
343,3.44,-831.450739938
344,3.45,-831.002297033
345,3.46,-831.06535334
346,3.47,-830.29769471
347,3.48,-830.222781194
348,3.49,-829.557411478
349,3.5,-829.442609657
350,3.51,-828.767732318
351,3.52,-828.445238102
352,3.53,-828.133016491
353,3.54,-827.611299315
354,3.55,-827.410928883
355,3.56,-826.838067251
356,3.57,-826.596278551
357,3.58,-826.021886956
358,3.59,-825.568471673
359,3.6,-825.496126308
360,3.61,-825.044514195
361,3.62,-824.494274149
362,3.63,-824.22904424
363,3.64,-823.742789407
364,3.65,-823.399422133
365,3.66,-822.903441111
366,3.67,-822.502918813
367,3.68,-822.338502498
368,3.69,-821.862520269
369,3.7,-821.561008395
370,3.71,-821.119177113
371,3.72,-820.708764701
372,3.73,-820.135138087
373,3.74,-819.674783332
374,3.75,-819.541348754
375,3.76,-818.988376633
376,3.77,-818.799098428
377,3.78,-818.249404798
378,3.79,-817.745883246
379,3.8,-817.549720211
380,3.81,-816.922380989
381,3.82,-816.690154554
382,3.83,-816.406401172
383,3.84,-816.031123254
384,3.85,-815.715787076
385,3.86,-815.387719426
386,3.87,-814.987524978
387,3.88,-814.581757095
388,3.89,-813.996928971
389,3.9,-813.701154455
390,3.91,-813.345929973
391,3.92,-812.868417782
392,3.93,-812.545158585
393,3.94,-812.079722169
394,3.95,-811.686521834
395,3.96,-811.26518112
396,3.97,-811.111201333
397,3.98,-810.562709816
398,3.99,-810.411243539
399,4.0,-809.917830668
400,4.01,-809.526542786
401,4.02,-809.08421973
402,4.03,-808.879641902
403,4.04,-808.385573332
404,4.05,-807.948605145
405,4.06,-807.524149864
406,4.07,-807.097017149
407,4.08,-806.831022259
408,4.09,-806.255701758
409,4.1,-806.200732395
410,4.11,-805.675190313
411,4.12,-805.142818042
412,4.13,-804.882724436
413,4.14,-804.683938608
414,4.15,-804.250904609
415,4.16,-803.766562229
416,4.17,-803.199984371
417,4.18,-802.913553554
418,4.19,-802.652421759
419,4.2,-802.444401515
420,4.21,-801.80394833
421,4.22,-801.547515704
422,4.23,-801.340096517
423,4.24,-800.726581598
424,4.25,-800.510583693
425,4.26,-800.072085543
426,4.27,-799.712435098
427,4.28,-799.258090909
428,4.29,-798.97876349
429,4.3,-798.6738092
430,4.31,-798.353336721
431,4.32,-797.719877649
432,4.33,-797.358861166
433,4.34,-796.823647536
434,4.35,-796.655788805
435,4.36,-796.198657899
436,4.37,-796.044896679
437,4.38,-795.485586141
438,4.39,-795.315814957
439,4.4,-794.909937791
440,4.41,-794.274948757
441,4.42,-793.950432806
442,4.43,-793.513683184
443,4.44,-793.316154111
444,4.45,-792.990763895
445,4.46,-792.452708907
446,4.47,-792.257474777
447,4.48,-791.851488328
448,4.49,-791.559429436
449,4.5,-791.026073618
450,4.51,-790.851603264
451,4.52,-790.262567743
452,4.53,-789.882809221
453,4.54,-789.499990774
454,4.55,-789.360272422
455,4.56,-788.751893805
456,4.57,-788.486117481
457,4.58,-788.176846512
458,4.59,-787.731518173
459,4.6,-787.300505911
460,4.61,-786.856707534
461,4.62,-786.598198531
462,4.63,-786.122598793
463,4.64,-786.036155918
464,4.65,-785.617164789
465,4.66,-785.198009735
466,4.67,-784.682904183
467,4.68,-784.520892094
468,4.69,-783.951636801
469,4.7,-783.568381222
470,4.71,-783.235832967
471,4.72,-782.964210001
472,4.73,-782.621771633
473,4.74,-781.957658672
474,4.75,-782.045412943
475,4.76,-781.464081876
476,4.77,-780.940670813
477,4.78,-780.761501289
478,4.79,-780.210988035
479,4.8,-780.076515269
480,4.81,-779.465186011
481,4.82,-779.239407275
482,4.83,-778.761785801
483,4.84,-778.258865306
484,4.85,-778.269902892
485,4.86,-777.895608521
486,4.87,-777.387934215
487,4.88,-777.185050273
488,4.89,-776.372476319
489,4.9,-776.122546034
490,4.91,-775.955616208
491,4.92,-775.46881496
492,4.93,-775.255385206
493,4.94,-774.86863257
494,4.95,-774.189930325
495,4.96,-773.989013478
496,4.97,-773.861862675
497,4.98,-773.319491007
498,4.99,-772.95579709
499,5.0,-772.792200397
